method,policy_id,generation,source,valid,rough_val_accuracy,rough_val_macro_f1,full_val_accuracy,full_test_accuracy,full_test_macro_f1,runtime_sec
llm_guided_evolution,heuristic_init_000,0,heuristic,True,0.06764705882352941,0.05028307487800424,,,,38.85580801963806
llm_guided_evolution,heuristic_init_001,0,heuristic,True,0.11274509803921569,0.08407356681049255,,,,36.776540994644165
llm_guided_evolution,heuristic_init_002,0,heuristic,True,0.11176470588235295,0.09996388507621008,,,,39.486515045166016
llm_guided_evolution,heuristic_init_003,0,heuristic,True,0.12549019607843137,0.12537610919652675,,,,41.67038297653198
llm_guided_evolution,heuristic_init_004,0,heuristic,True,0.045098039215686274,0.033488853616441785,,,,38.066654205322266
llm_guided_evolution,heuristic_init_005,0,heuristic,True,0.153921568627451,0.17256456506805043,,,,39.743263959884644
llm_guided_evolution,heuristic_init_006,0,heuristic,True,0.14901960784313725,0.12372076655617198,,,,61.83263683319092
llm_guided_evolution,heuristic_init_007,0,heuristic,True,0.1607843137254902,0.12382058830320739,,,,44.99597716331482
llm_guided_evolution,gen01_mut_000,1,heuristic_feedback,True,0.10980392156862745,0.09455044524703445,,,,40.13806414604187
llm_guided_evolution,gen01_mut_001,1,heuristic_feedback,True,0.13137254901960785,0.14432667118123393,,,,37.9609432220459
llm_guided_evolution,gen01_mut_002,1,heuristic_feedback,True,0.2872549019607843,0.23506980120260632,0.24705882352941178,0.16470588235294117,0.11858543870786593,329.0257909297943
llm_guided_evolution,gen01_cross_003,1,heuristic_crossover,True,0.2529411764705882,0.26518863997204944,0.40980392156862744,0.4196078431372549,0.22461958868970242,329.198890209198
llm_guided_evolution,gen01_mut_004,1,heuristic_feedback,True,0.043137254901960784,0.027569029447845114,,,,42.52468705177307
llm_guided_evolution,gen01_mut_005,1,heuristic_feedback,True,0.17941176470588235,0.20355935741616463,,,,61.05710220336914
llm_guided_evolution,gen01_cross_006,1,heuristic_crossover,True,0.20588235294117646,0.1456428358988988,,,,44.21772909164429
llm_guided_evolution,gen01_mut_007,1,heuristic_feedback,True,0.09901960784313725,0.05996345054313408,,,,39.9645037651062
llm_guided_evolution,gen02_mut_000,2,heuristic_feedback,True,0.06862745098039216,0.05174984938370479,,,,41.19820523262024
llm_guided_evolution,gen02_mut_001,2,heuristic_feedback,True,0.21568627450980393,0.21917601437344103,0.34019607843137256,0.3715686274509804,0.19897337996823417,299.80200695991516
llm_guided_evolution,gen02_mut_002,2,heuristic_feedback,True,0.052941176470588235,0.03734668267187013,,,,39.71012592315674
llm_guided_evolution,gen02_cross_003,2,heuristic_crossover,True,0.08431372549019608,0.06526931808791657,,,,47.297138929367065
llm_guided_evolution,gen02_mut_004,2,heuristic_feedback,True,0.17352941176470588,0.18089154757180698,,,,46.82512092590332
llm_guided_evolution,gen02_mut_005,2,heuristic_feedback,True,0.06372549019607843,0.05593297582838573,,,,39.65238690376282
llm_guided_evolution,gen02_cross_006,2,heuristic_crossover,True,0.0696078431372549,0.05940526268966943,,,,46.90189003944397
llm_guided_evolution,gen02_mut_007,2,heuristic_feedback,True,0.1,0.09096452511372098,,,,47.02734017372131
llm_guided_evolution,gen03_mut_000,3,heuristic_feedback,True,0.08725490196078431,0.06621389284450631,,,,39.74409604072571
llm_guided_evolution,gen03_mut_001,3,heuristic_feedback,True,0.06372549019607843,0.03871120116394039,,,,46.441646099090576
llm_guided_evolution,gen03_mut_002,3,heuristic_feedback,True,0.07450980392156863,0.0744264754320586,,,,42.72598910331726
llm_guided_evolution,gen03_cross_003,3,heuristic_crossover,True,0.09313725490196079,0.09150712320985376,,,,46.6286940574646
llm_guided_evolution,gen03_mut_004,3,heuristic_feedback,True,0.12254901960784313,0.13230803461212634,,,,41.640788078308105
llm_guided_evolution,gen03_mut_005,3,heuristic_feedback,True,0.10686274509803921,0.08275250648570395,,,,42.17125701904297
llm_guided_evolution,gen03_cross_006,3,heuristic_crossover,True,0.12745098039215685,0.12410597748206613,,,,46.89925503730774
llm_guided_evolution,gen03_mut_007,3,heuristic_feedback,True,0.1627450980392157,0.17328650622435599,,,,46.69033718109131
